332,81500,-415,803,-191,16333,-27177,13487,1116,-1944,325,17824,-29336,11967
333,81750,-448,786,-139,18254,-26981,11366,1189,-1888,194,19659,-28983,9772
334,82000,-478,764,-86,20062,-26618,9174,1255,-1820,62,21374,-28452,7516
335,82250,-506,738,-33,21747,-26091,6927,1314,-1741,-71,22956,-27746,5215
336,82500,-530,707,20,23297,-25403,4636,1364,-1652,-203,24398,-26869,2881
337,82750,-551,671,74,24704,-24558,2317,1406,-1552,-335,25688,-25825,529
338,83000,-568,632,127,25958,-23562,-16,1440,-1443,-464,26821,-24623,-1826
339,83250,-583,588,179,27053,-22421,-2349,1465,-1325,-591,27788,-23269,-4170
340,83500,-593,541,231,27980,-21141,-4668,1481,-1199,-714,28583,-21771,-6488
341,83750,-600,491,281,28735,-19731,-6957,1488,-1066,-833,29203,-20140,-8766
342,84000,-604,438,329,29313,-18200,-9204,1486,-926,-947,29642,-18384,-10990
343,84250,-603,382,375,29710,-16556,-11395,1475,-780,-1055,29899,-16514,-13146
344,84500,-599,323,419,29924,-14810,-13515,1455,-630,-1157,29971,-14543,-15221
345,84750,-592,263,461,29954,-12973,-15551,1426,-475,-1252,29858,-12482,-17203
346,85000,-581,201,499,29799,-11056,-17492,1388,-318,-1339,29562,-10345,-19078
347,85250,-566,138,535,29460,-9071,-19325,1342,-159,-1418,29083,-8143,-20836
348,85500,-548,74,568,28939,-7030,-21039,1288,1,-1489,28425,-5891,-22465
349,85750,-526,9,597,28241,-4945,-22623,1225,161,-1550,27591,-3603,-23956
350,86000,-501,-55,622,27368,-2830,-24068,1156,320,-1602,26588,-1293,-25299
351,86250,-474,-119,643,26326,-698,-25364,1079,477,-1644,25421,1025,-26486
352,86500,-443,-183,661,25122,1439,-26504,996,631,-1676,24096,3337,-27509
353,86750,-410,-245,675,23763,3567,-27480,907,781,-1698,22624,5628,-28364
354,87000,-374,-306,684,22257,5673,-28287,812,927,-1710,21011,7885,-29043
355,87250,-336,-364,689,20615,7744,-28920,712,1066,-1711,19270,10093,-29543
356,87500,-295,-421,690,18845,9767,-29374,608,1199,-1702,17409,12239,-29861
357,87750,-253,-475,687,16959,11730,-29647,501,1325,-1682,15441,14309,-29995
358,88000,-210,-526,680,14969,13620,-29738,390,1442,-1652,13378,16291,-29944
359,88250,-165,-574,669,12886,15427,-29645,277,1550,-1612,11233,18173,-29708
360,88500,-120,-618,653,10724,17139,-29369,163,1649,-1562,9018,19943,-29290
361,88750,-73,-658,633,8495,18745,-28912,47,1738,-1502,6748,21589,-28690
362,89000,-26,-695,610,6214,20235,-28277,-69,1816,-1434,4435,23103,-27914
363,89250,21,-727,583,3895,21600,-27468,-184,1882,-1356,2096,24474,-26966
364,89500,67,-754,552,1552,22833,-26489,-298,1937,-1271,-256,25694,-25851
365,89750,114,-777,518,-800,23925,-25347,-410,1981,-1177,-2607,26756,-24577
366,90000,159,-795,481,-3148,24869,-24049,-519,2011,-1077,-4941,27653,-23152
367,90250,204,-809,441,-5476,25659,-22602,-626,2030,-970,-7246,28379,-21584
368,90500,247,-817,398,-7771,26292,-21017,-728,2036,-857,-9505,28931,-19882
369,90750,289,-820,353,-10017,26763,-19301,-825,2029,-739,-11706,29304,-18059
370,91000,329,-818,305,-12202,27068,-17467,-918,2010,-616,-13835,29496,-16123
371,91250,367,-811,256,-14312,27207,-15524,-1005,1978,-489,-15878,29507,-14089
372,91500,403,-799,205,-16333,27178,-13487,-1085,1934,-360,-17824,29335,-11967
373,91750,436,-782,153,-18254,26981,-11365,-1159,1878,-229,-19659,28983,-9772
374,92000,466,-760,100,-20062,26618,-9174,-1226,1811,-96,-21374,28452,-7517
375,92250,493,-734,47,-21746,26091,-6927,-1285,1732,37,-22956,27746,-5215
376,92500,518,-703,-7,-23297,25403,-4636,-1336,1643,170,-24397,26868,-2881
377,92750,539,-668,-61,-24703,24558,-2317,-1378,1544,302,-25688,25825,-529
378,93000,557,-628,-114,-25958,23562,16,-1412,1435,432,-26820,24623,1826
379,93250,571,-585,-166,-27052,22421,2349,-1438,1317,560,-27787,23269,4170
380,93500,582,-538,-218,-27980,21141,4668,-1454,1191,683,-28583,21771,6488
381,93750,589,-488,-268,-28735,19732,6958,-1461,1058,803,-29202,20140,8766
382,94000,593,-434,-317,-29313,18200,9205,-1460,918,917,-29642,18384,10990
383,94250,593,-378,-363,-29710,16556,11395,-1449,772,1026,-29898,16514,13146
384,94500,589,-320,-407,-29924,14811,13515,-1429,622,1128,-29971,14543,15221
385,94750,581,-260,-449,-29954,12973,15551,-1401,468,1223,-29858,12482,17203
386,95000,570,-198,-488,-29799,11056,17492,-1363,311,1311,-29562,10345,19078
387,95250,556,-135,-524,-29460,9071,19325,-1317,152,1390,-29083,8143,20836
388,95500,538,-71,-556,-28939,7030,21039,-1264,-8,1461,-28425,5891,22465
389,95750,516,-6,-585,-28240,4945,22623,-1202,-168,1523,-27591,3603,23955
390,96000,492,58,-611,-27367,2830,24068,-1132,-327,1575,-26588,1293,25298
391,96250,464,122,-633,-26326,698,25364,-1056,-484,1618,-25420,-1025,26486
392,96500,433,185,-650,-25122,-1439,26504,-973,-638,1651,-24096,-3337,27509
393,96750,400,248,-664,-23763,-3567,27480,-884,-788,1673,-22624,-5628,28363
394,97000,364,308,-674,-22257,-5673,28287,-790,-933,1685,-21011,-7885,29043
395,97250,326,367,-679,-20615,-7744,28920,-691,-1073,1686,-19270,-10093,29543
396,97500,286,424,-680,-18845,-9767,29374,-587,-1205,1677,-17409,-12239,29861
397,97750,245,478,-677,-16959,-11730,29647,-480,-1331,1658,-15441,-14309,29995
398,98000,201,529,-670,-14968,-13620,29738,-369,-1448,1628,-13378,-16291,29944
399,98250,157,576,-659,-12886,-15427,29645,-257,-1556,1589,-11233,-18173,29708
400,98500,111,621,-644,-10723,-17139,29369,-142,-1655,1539,-9018,-19943,29290
401,98750,65,661,-624,-8495,-18744,28912,-27,-1744,1480,-6747,-21589,28690
402,99000,18,697,-601,-6214,-20235,28277,88,-1821,1412,-4435,-23103,27914
403,99250,-29,729,-574,-3895,-21600,27468,203,-1888,1335,-2096,-24474,26966
404,99500,-75,757,-543,-1552,-22833,26489,317,-1943,1249,256,-25694,25851
405,99750,-122,780,-509,800,-23924,25347,429,-1986,1156,2607,-26756,24577
406,100000,-167,798,-472,3148,-24869,24049,538,-2017,1056,4942,-27653,23152
407,100250,-212,811,-432,5476,-25659,22602,644,-2035,949,7246,-28379,21584
408,100500,-255,819,-390,7771,-26292,21017,746,-2041,836,9505,-28931,19882
409,100750,-297,822,-344,10017,-26762,19301,843,-2034,719,11706,-29304,18058
410,101000,-336,820,-297,12202,-27068,17467,936,-2015,596,13835,-29496,16123
411,101250,-374,813,-248,14312,-27207,15524,1022,-1983,470,15878,-29507,14089
412,101500,-410,801,-197,16333,-27178,13487,1102,-1939,341,17824,-29335,11967
413,101750,-443,784,-146,18254,-26981,11366,1176,-1883,210,19659,-28983,9772
414,102000,-473,762,-93,20062,-26618,9174,1242,-1816,77,21374,-28452,7516
415,102250,-500,736,-39,21747,-26091,6927,1301,-1737,-56,22956,-27746,5215
416,102500,-525,705,14,23297,-25403,4636,1352,-1648,-188,24398,-26868,2881
417,102750,-546,669,68,24704,-24558,2317,1394,-1548,-320,25688,-25825,529
418,103000,-563,630,121,25958,-23562,-16,1428,-1439,-450,26821,-24623,-1826
419,103250,-578,587,174,27052,-22421,-2349,1453,-1321,-577,27788,-23269,-4170
420,103500,-588,540,225,27980,-21141,-4668,1469,-1195,-700,28583,-21771,-6488
421,103750,-595,489,275,28735,-19731,-6958,1476,-1062,-819,29203,-20140,-8766
422,104000,-599,436,323,29313,-18200,-9205,1475,-922,-933,29642,-18384,-10990
423,104250,-599,380,370,29710,-16556,-11395,1464,-776,-1042,29899,-16514,-13146
424,104500,-595,322,414,29924,-14810,-13515,1444,-626,-1144,29971,-14543,-15221
425,104750,-587,261,455,29954,-12973,-15551,1415,-472,-1239,29858,-12482,-17203
426,105000,-576,200,494,29799,-11056,-17492,1377,-315,-1326,29562,-10345,-19078
427,105250,-561,136,530,29460,-9071,-19325,1331,-156,-1406,29083,-8143,-20836
428,105500,-543,72,562,28939,-7030,-21039,1277,4,-1476,28425,-5891,-22465
429,105750,-522,8,591,28240,-4945,-22623,1215,164,-1538,27591,-3603,-23956
430,106000,-497,-56,617,27367,-2830,-24068,1146,323,-1590,26588,-1293,-25299
431,106250,-469,-121,639,26326,-698,-25364,1069,480,-1632,25421,1025,-26486
432,106500,-439,-184,656,25122,1439,-26504,986,634,-1665,24096,3337,-27509
433,106750,-405,-246,670,23763,3567,-27480,897,784,-1687,22624,5628,-28363
434,107000,-370,-307,679,22257,5673,-28287,802,930,-1699,21011,7885,-29043
435,107250,-332,-366,685,20615,7744,-28920,703,1069,-1700,19270,10093,-29543
436,107500,-291,-422,686,18845,9767,-29374,599,1202,-1691,17409,12239,-29861
437,107750,-250,-476,683,16959,11730,-29647,492,1328,-1671,15441,14309,-29995
438,108000,-206,-527,676,14968,13620,-29738,381,1445,-1641,13378,16291,-29944
439,108250,-161,-575,664,12886,15427,-29645,268,1553,-1601,11233,18173,-29708
440,108500,-116,-619,649,10723,17139,-29369,154,1652,-1552,9018,19943,-29290
441,108750,-69,-660,629,8495,18745,-28912,38,1741,-1492,6747,21589,-28690
442,109000,-23,-696,606,6214,20235,-28277,-77,1818,-1424,4435,23103,-27914
443,109250,24,-728,579,3895,21600,-27468,-192,1885,-1347,2096,24474,-26966
444,109500,71,-756,548,1552,22833,-26489,-306,1940,-1261,-256,25694,-25851
445,109750,117,-778,514,-800,23924,-25347,-418,1983,-1168,-2607,26756,-24577
446,110000,163,-796,477,-3148,24869,-24049,-527,2014,-1067,-4941,27653,-23152
447,110250,207,-810,437,-5476,25659,-22602,-634,2032,-960,-7246,28379,-21584
448,110500,251,-818,394,-7771,26292,-21017,-736,2038,-848,-9505,28931,-19882
449,110750,292,-821,349,-10017,26763,-19301,-833,2031,-730,-11706,29304,-18059
450,111000,332,-819,302,-12202,27068,-17467,-926,2012,-607,-13835,29496,-16123
451,111250,370,-812,252,-14312,27207,-15524,-1012,1980,-481,-15878,29507,-14089
452,111500,406,-800,202,-16333,27178,-13487,-1093,1937,-352,-17824,29335,-11967
453,111750,439,-783,150,-18254,26981,-11365,-1167,1881,-220,-19659,28983,-9772
454,112000,469,-761,97,-20062,26618,-9174,-1233,1813,-88,-21374,28452,-7517
455,112250,496,-735,43,-21746,26091,-6927,-1292,1735,46,-22956,27746,-5215
456,112500,521,-704,-10,-23297,25403,-4636,-1343,1645,179,-24397,26868,-2881
457,112750,542,-668,-64,-24704,24558,-2317,-1385,1546,310,-25688,25825,-529
458,113000,560,-629,-117,-25958,23562,16,-1419,1437,440,-26821,24623,1826
459,113250,574,-586,-170,-27052,22421,2349,-1444,1319,567,-27787,23269,4170
460,113500,585,-539,-221,-27980,21141,4668,-1461,1193,691,-28583,21771,6488
461,113750,592,-488,-271,-28735,19732,6958,-1468,1060,810,-29203,20140,8766
462,114000,595,-435,-320,-29313,18200,9205,-1466,920,924,-29642,18384,10990
463,114250,595,-379,-366,-29710,16556,11395,-1455,774,1033,-29899,16514,13146
464,114500,591,-321,-410,-29924,14811,13515,-1436,624,1135,-29971,14543,15221
465,114750,584,-261,-452,-29954,12973,15551,-1407,470,1230,-29858,12482,17203
466,115000,573,-199,-491,-29799,11056,17492,-1369,312,1318,-29562,10345,19078
467,115250,558,-136,-527,-29460,9071,19325,-1324,153,1397,-29083,8143,20836
468,115500,540,-72,-559,-28939,7030,21039,-1269,-7,1468,-28425,5891,22465
469,115750,519,-7,-588,-28240,4945,22623,-1208,-166,1530,-27591,3603,23956
470,116000,494,57,-614,-27367,2830,24068,-1138,-325,1582,-26588,1293,25299
471,116250,466,121,-635,-26326,698,25364,-1062,-482,1624,-25420,-1025,26486
472,116500,436,185,-653,-25122,-1439,26504,-979,-636,1657,-24096,-3337,27509
473,116750,402,247,-667,-23763,-3567,27480,-890,-786,1679,-22624,-5628,28363
474,117000,367,308,-676,-22257,-5673,28287,-795,-932,1691,-21011,-7885,29043
475,117250,329,366,-682,-20615,-7744,28920,-696,-1071,1692,-19270,-10093,29543
476,117500,289,423,-683,-18845,-9767,29374,-592,-1204,1683,-17409,-12239,29861
477,117750,247,477,-680,-16959,-11730,29647,-485,-1329,1664,-15441,-14309,29995
478,118000,203,528,-673,-14968,-13620,29738,-374,-1447,1634,-13378,-16291,29944
479,118250,159,576,-661,-12886,-15427,29645,-262,-1555,1594,-11233,-18173,29708
480,118500,113,620,-646,-10723,-17139,29369,-147,-1654,1545,-9018,-19943,29290
481,118750,67,660,-626,-8495,-18745,28912,-32,-1742,1486,-6747,-21589,28690
482,119000,20,697,-603,-6214,-20235,28277,83,-1820,1417,-4435,-23103,27914
483,119250,-27,729,-576,-3895,-21600,27468,198,-1887,1340,-2096,-24474,26966
484,119500,-73,756,-546,-1552,-22833,26489,312,-1942,1255,256,-25694,25851
485,119750,-120,779,-512,800,-23924,25347,424,-1985,1161,2607,-26756,24577
486,120000,-165,797,-474,3148,-24869,24049,533,-2015,1061,4942,-27653,23152
487,120250,-210,810,-434,5476,-25659,22602,639,-2034,954,7246,-28379,21584
488,120500,-253,818,-392,7771,-26292,21017,741,-2040,841,9505,-28931,19882
489,120750,-295,822,-347,10017,-26763,19301,839,-2033,724,11706,-29304,18058
490,121000,-335,820,-299,12202,-27068,17467,931,-2014,601,13835,-29496,16123
491,121250,-372,813,-250,14312,-27207,15524,1018,-1982,475,15878,-29507,14089
492,121500,-408,801,-199,16333,-27178,13487,1098,-1938,346,17824,-29335,11967
493,121750,-441,784,-147,18254,-26981,11366,1172,-1882,215,19659,-28983,9772
494,122000,-471,762,-95,20062,-26618,9174,1238,-1815,82,21374,-28452,7516
495,122250,-499,735,-41,21746,-26091,6927,1297,-1736,-51,22956,-27746,5215
496,122500,-523,704,13,23297,-25403,4636,1348,-1647,-184,24398,-26868,2881
497,122750,-544,669,66,24704,-24558,2317,1390,-1547,-316,25688,-25825,529
498,123000,-562,630,119,25958,-23562,-16,1424,-1438,-445,26821,-24623,-1826
499,123250,-576,586,172,27052,-22421,-2349,1449,-1320,-572,27787,-23269,-4170
500,123500,-587,539,223,27980,-21141,-4668,1466,-1194,-696,28583,-21771,-6488
501,123750,-594,489,273,28735,-19731,-6958,1473,-1061,-815,29203,-20140,-8766
502,124000,-597,436,322,29313,-18200,-9205,1471,-921,-929,29642,-18384,-10990
503,124250,-597,380,368,29710,-16556,-11395,1460,-775,-1038,29899,-16514,-13146
504,124500,-593,321,412,29924,-14810,-13515,1440,-625,-1140,29971,-14543,-15221
505,124750,-586,261,454,29954,-12973,-15551,1411,-471,-1235,29858,-12482,-17203
506,125000,-575,199,493,29799,-11056,-17492,1374,-314,-1323,29562,-10345,-19078
507,125250,-560,136,528,29460,-9071,-19325,1328,-155,-1402,29083,-8143,-20836
508,125500,-542,72,561,28939,-7030,-21039,1274,5,-1473,28425,-5891,-22465
509,125750,-520,8,590,28240,-4945,-22623,1212,165,-1534,27591,-3603,-23956
510,126000,-496,-57,615,27367,-2830,-24068,1142,324,-1586,26588,-1293,-25299
511,126250,-468,-121,637,26326,-698,-25364,1066,481,-1629,25420,1025,-26486
512,126500,-437,-184,655,25122,1439,-26504,983,635,-1661,24096,3337,-27509
513,126750,-404,-247,668,23763,3567,-27480,894,785,-1683,22624,5628,-28363
514,127000,-368,-307,678,22257,5673,-28287,799,931,-1695,21011,7885,-29043
515,127250,-330,-366,683,20615,7744,-28920,700,1070,-1696,19270,10093,-29543
516,127500,-290,-423,685,18845,9767,-29374,596,1203,-1687,17409,12239,-29861
517,127750,-248,-477,682,16959,11730,-29647,489,1328,-1668,15441,14309,-29995
518,128000,-205,-528,674,14968,13620,-29738,378,1446,-1638,13378,16291,-29944
519,128250,-160,-575,663,12886,15427,-29645,265,1554,-1598,11233,18173,-29708
520,128500,-115,-620,647,10723,17139,-29369,151,1653,-1549,9018,19943,-29290
521,128750,-68,-660,628,8495,18745,-28912,36,1741,-1489,6747,21589,-28690
522,129000,-22,-696,605,6214,20235,-28277,-80,1819,-1421,4435,23103,-27914
523,129250,25,-728,578,3895,21600,-27468,-195,1886,-1344,2096,24474,-26966
524,129500,72,-756,547,1552,22833,-26489,-309,1941,-1258,-256,25694,-25851
525,129750,118,-779,513,-800,23924,-25347,-421,1984,-1165,-2607,26756,-24577
526,130000,164,-797,476,-3148,24869,-24049,-530,2015,-1065,-4942,27653,-23152
527,130250,208,-810,436,-5476,25659,-22602,-636,2033,-958,-7246,28379,-21584
528,130500,252,-818,393,-7771,26292,-21017,-738,2039,-845,-9505,28931,-19882
529,130750,293,-821,348,-10017,26763,-19301,-836,2032,-727,-11706,29304,-18058
530,131000,333,-819,301,-12202,27068,-17467,-928,2013,-604,-13835,29496,-16123
531,131250,371,-812,251,-14312,27207,-15524,-1015,1981,-478,-15878,29507,-14089
532,131500,407,-800,201,-16333,27178,-13487,-1095,1937,-349,-17824,29335,-11967
533,131750,440,-783,149,-18254,26981,-11366,-1169,1881,-218,-19659,28983,-9772
534,132000,470,-762,96,-20062,26618,-9174,-1235,1814,-85,-21374,28452,-7516
535,132250,497,-735,42,-21746,26091,-6927,-1294,1735,48,-22956,27746,-5215
536,132500,522,-704,-11,-23297,25403,-4636,-1345,1646,181,-24397,26868,-2881
537,132750,543,-669,-65,-24704,24558,-2317,-1387,1547,313,-25688,25825,-529
538,133000,561,-629,-118,-25958,23562,16,-1421,1437,443,-26821,24623,1826
539,133250,575,-586,-171,-27052,22421,2349,-1447,1320,570,-27787,23269,4170
540,133500,586,-539,-222,-27980,21141,4668,-1463,1194,693,-28583,21771,6488
541,133750,593,-489,-272,-28735,19732,6958,-1470,1060,812,-29203,20140,8766
542,134000,596,-435,-321,-29313,18200,9205,-1468,920,927,-29642,18384,10990
543,134250,596,-379,-367,-29710,16556,11395,-1457,775,1035,-29899,16514,13146
544,134500,592,-321,-411,-29924,14811,13515,-1438,624,1137,-29971,14543,15221
545,134750,585,-261,-453,-29954,12973,15551,-1409,470,1232,-29858,12482,17203
546,135000,574,-199,-492,-29799,11056,17492,-1371,313,1320,-29562,10345,19078
547,135250,559,-136,-527,-29460,9071,19325,-1325,154,1399,-29083,8143,20836
548,135500,541,-72,-560,-28939,7030,21039,-1271,-6,1470,-28425,5891,22465
549,135750,519,-7,-589,-28240,4945,22623,-1209,-166,1532,-27591,3603,23956
550,136000,495,57,-614,-27367,2830,24068,-1140,-325,1584,-26588,1293,25299
551,136250,467,121,-636,-26326,698,25364,-1064,-482,1626,-25420,-1025,26486
552,136500,436,185,-654,-25122,-1439,26504,-981,-636,1659,-24096,-3337,27509
553,136750,403,247,-668,-23763,-3567,27480,-892,-786,1681,-22624,-5628,28363
554,137000,367,307,-677,-22257,-5673,28287,-797,-931,1693,-21011,-7885,29043
555,137250,329,366,-682,-20615,-7744,28920,-698,-1071,1694,-19270,-10093,29543
556,137500,289,423,-684,-18845,-9767,29374,-594,-1203,1685,-17409,-12239,29861
557,137750,247,477,-681,-16959,-11730,29647,-486,-1329,1666,-15441,-14309,29995
558,138000,204,528,-673,-14968,-13620,29738,-376,-1446,1636,-13378,-16291,29944
559,138250,159,576,-662,-12886,-15427,29645,-263,-1555,1596,-11233,-18173,29708
560,138500,114,620,-647,-10723,-17139,29369,-149,-1653,1546,-9018,-19943,29290
561,138750,67,660,-627,-8495,-18745,28912,-34,-1742,1487,-6747,-21589,28690
562,139000,21,696,-604,-6214,-20235,28277,82,-1820,1419,-4435,-23103,27914
563,139250,-26,728,-577,-3895,-21600,27468,197,-1886,1342,-2096,-24474,26966
564,139500,-73,756,-546,-1552,-22833,26489,311,-1941,1256,256,-25694,25851
565,139750,-119,779,-512,800,-23924,25347,423,-1984,1163,2607,-26756,24577
566,140000,-165,797,-475,3148,-24869,24049,532,-2015,1063,4942,-27653,23152
567,140250,-209,810,-435,5476,-25659,22602,638,-2033,956,7246,-28379,21584
568,140500,-252,818,-392,7771,-26292,21017,740,-2039,843,9505,-28931,19882
569,140750,-294,821,-347,10017,-26763,19301,838,-2033,725,11706,-29304,18058
570,141000,-334,819,-300,12202,-27068,17467,930,-2013,603,13835,-29496,16123
571,141250,-372,812,-251,14312,-27207,15524,1017,-1982,476,15878,-29507,14089
572,141500,-407,800,-200,16333,-27178,13487,1097,-1938,347,17824,-29335,11967
573,141750,-440,783,-148,18254,-26981,11366,1171,-1882,216,19659,-28983,9772
574,142000,-471,762,-95,20062,-26618,9174,1237,-1814,83,21374,-28452,7516
575,142250,-498,735,-42,21746,-26091,6927,1296,-1736,-50,22956,-27746,5215
576,142500,-522,704,12,23297,-25403,4636,1347,-1646,-183,24398,-26868,2881
577,142750,-543,669,66,24704,-24558,2317,1389,-1547,-314,25688,-25825,529
578,143000,-561,629,119,25958,-23562,-16,1423,-1438,-444,26821,-24623,-1826
579,143250,-576,586,171,27052,-22421,-2349,1448,-1320,-571,27787,-23269,-4170
580,143500,-586,539,223,27980,-21141,-4668,1464,-1194,-695,28583,-21771,-6488
581,143750,-593,489,273,28735,-19732,-6958,1472,-1061,-814,29203,-20140,-8766
582,144000,-597,436,321,29313,-18200,-9205,1470,-921,-928,29642,-18384,-10990
583,144250,-597,380,368,29710,-16556,-11395,1459,-775,-1037,29899,-16514,-13146
584,144500,-593,321,412,29924,-14811,-13515,1439,-625,-1139,29971,-14543,-15221
585,144750,-585,261,453,29954,-12973,-15551,1410,-470,-1234,29858,-12482,-17203
586,145000,-574,199,492,29799,-11056,-17492,1373,-313,-1321,29562,-10345,-19078
587,145250,-560,136,528,29460,-9071,-19325,1327,-154,-1401,29083,-8143,-20836
588,145500,-541,72,560,28939,-7030,-21039,1273,6,-1471,28425,-5891,-22465
589,145750,-520,7,590,28240,-4945,-22623,1211,166,-1533,27591,-3603,-23956
590,146000,-495,-57,615,27367,-2830,-24068,1141,325,-1585,26588,-1293,-25299
591,146250,-468,-121,637,26326,-698,-25364,1065,482,-1628,25420,1025,-26486
592,146500,-437,-184,654,25122,1439,-26504,982,636,-1660,24096,3337,-27509
593,146750,-404,-247,668,23763,3567,-27480,893,786,-1682,22624,5628,-28363
594,147000,-368,-307,678,22257,5673,-28287,798,931,-1694,21011,7885,-29043
595,147250,-330,-366,683,20615,7744,-28920,699,1070,-1695,19270,10093,-29543
596,147500,-290,-423,684,18845,9767,-29374,595,1203,-1686,17409,12239,-29861
597,147750,-248,-477,681,16959,11730,-29647,488,1329,-1667,15441,14309,-29995
598,148000,-205,-528,674,14968,13620,-29738,377,1446,-1637,13378,16291,-29944
599,148250,-160,-575,663,12886,15427,-29645,264,1554,-1597,11233,18173,-29708
600,148500,-114,-620,647,10723,17139,-29369,150,1653,-1548,9018,19943,-29290
601,148750,-68,-660,628,8495,18745,-28912,35,1742,-1488,6747,21589,-28690
602,149000,-21,-696,604,6214,20235,-28277,-81,1819,-1420,4435,23103,-27914
603,149250,26,-728,577,3895,21600,-27468,-196,1886,-1343,2096,24474,-26966
604,149500,72,-756,547,1552,22833,-26489,-310,1941,-1257,-256,25694,-25851
605,149750,119,-779,513,-800,23924,-25347,-422,1984,-1164,-2607,26756,-24577
606,150000,164,-797,476,-3148,24869,-24049,-531,2015,-1064,-4942,27653,-23152
607,150250,209,-810,435,-5476,25659,-22602,-637,2033,-957,-7246,28379,-21584
608,150500,252,-818,393,-7771,26292,-21017,-739,2039,-844,-9505,28931,-19882
609,150750,294,-821,348,-10017,26763,-19301,-837,2032,-726,-11706,29304,-18058
610,151000,334,-819,300,-12202,27068,-17467,-929,2013,-604,-13835,29496,-16123
611,151250,371,-812,251,-14312,27207,-15524,-1016,1981,-477,-15878,29507,-14089
612,151500,407,-800,200,-16333,27178,-13487,-1096,1937,-348,-17824,29335,-11967
613,151750,440,-783,148,-18254,26981,-11366,-1170,1882,-217,-19659,28983,-9772
614,152000,470,-762,96,-20062,26618,-9174,-1236,1814,-84,-21374,28452,-7516
615,152250,498,-735,42,-21746,26091,-6927,-1295,1735,49,-22956,27746,-5215
616,152500,522,-704,-12,-23297,25403,-4636,-1346,1646,182,-24398,26868,-2881
617,152750,543,-669,-65,-24704,24558,-2317,-1388,1547,313,-25688,25825,-529
618,153000,561,-629,-118,-25958,23562,16,-1422,1438,443,-26821,24623,1826
619,153250,575,-586,-171,-27052,22421,2349,-1447,1320,570,-27787,23269,4170
620,153500,586,-539,-222,-27980,21141,4668,-1464,1194,694,-28583,21771,6488
621,153750,593,-489,-272,-28735,19732,6958,-1471,1060,813,-29203,20140,8766
622,154000,597,-435,-321,-29313,18200,9205,-1469,920,927,-29642,18384,10990
623,154250,596,-379,-367,-29710,16556,11395,-1458,775,1036,-29899,16514,13146
624,154500,593,-321,-411,-29924,14811,13515,-1438,625,1138,-29971,14543,15221
625,154750,585,-261,-453,-29954,12973,15551,-1409,470,1233,-29858,12482,17203
626,155000,574,-199,-492,-29799,11056,17492,-1372,313,1321,-29562,10345,19078
627,155250,559,-136,-528,-29460,9071,19325,-1326,154,1400,-29083,8143,20836
628,155500,541,-72,-560,-28939,7030,21039,-1272,-6,1471,-28425,5891,22465
629,155750,520,-7,-589,-28240,4945,22623,-1210,-166,1532,-27591,3603,23956
630,156000,495,57,-615,-27367,2830,24068,-1141,-325,1585,-26588,1293,25299
631,156250,467,121,-636,-26326,698,25364,-1064,-482,1627,-25420,-1025,26486
632,156500,437,185,-654,-25122,-1439,26504,-981,-636,1659,-24096,-3337,27509
633,156750,403,247,-668,-23763,-3567,27480,-892,-786,1682,-22624,-5628,28363
634,157000,368,307,-677,-22257,-5673,28287,-798,-931,1693,-21011,-7885,29043
635,157250,330,366,-683,-20615,-7744,28920,-698,-1070,1695,-19270,-10093,29543
636,157500,290,423,-684,-18845,-9767,29374,-594,-1203,1686,-17409,-12239,29861
637,157750,248,477,-681,-16959,-11730,29647,-487,-1329,1666,-15441,-14309,29995
638,158000,204,528,-674,-14968,-13620,29738,-377,-1446,1636,-13378,-16291,29944
639,158250,160,576,-662,-12886,-15427,29645,-264,-1554,1597,-11233,-18173,29708
640,158500,114,620,-647,-10723,-17139,29369,-149,-1653,1547,-9018,-19943,29290
641,158750,68,660,-627,-8495,-18745,28912,-34,-1742,1488,-6747,-21589,28690
642,159000,21,696,-604,-6214,-20235,28277,81,-1820,1419,-4435,-23103,27914
643,159250,-26,728,-577,-3895,-21600,27468,196,-1886,1342,-2096,-24474,26966
644,159500,-73,756,-546,-1552,-22833,26489,310,-1941,1257,256,-25694,25851
645,159750,-119,779,-512,800,-23924,25347,422,-1984,1164,2607,-26756,24577
646,160000,-164,797,-475,3148,-24869,24049,531,-2015,1063,4942,-27653,23152
647,160250,-209,810,-435,5476,-25659,22602,637,-2033,956,7246,-28379,21584
648,160500,-252,818,-392,7771,-26292,21017,740,-2039,843,9505,-28931,19882
649,160750,-294,821,-347,10017,-26763,19301,837,-2032,725,11706,-29304,18058
650,161000,-334,819,-300,12202,-27068,17467,929,-2013,603,13835,-29496,16123
651,161250,-372,812,-251,14312,-27207,15524,1016,-1981,477,15878,-29507,14089
652,161500,-407,800,-200,16333,-27178,13487,1096,-1938,348,17824,-29335,11967
653,161750,-440,783,-148,18254,-26981,11366,1170,-1882,216,19659,-28983,9772
654,162000,-470,762,-95,20062,-26618,9174,1237,-1814,84,21374,-28452,7516
655,162250,-498,735,-42,21746,-26091,6927,1295,-1736,-49,22956,-27746,5215
656,162500,-522,704,12,23297,-25403,4636,1346,-1646,-182,24398,-26868,2881
657,162750,-543,669,65,24704,-24558,2317,1389,-1547,-314,25688,-25825,529
658,163000,-561,629,119,25958,-23562,-16,1423,-1438,-444,26821,-24623,-1826
659,163250,-575,586,171,27052,-22421,-2349,1448,-1320,-571,27787,-23269,-4170
