68,16000,222,315,43,-27337,2854,23512,-483,-950,0,-26605,1270,25368
69,16250,190,365,39,-26296,720,24874,-398,-1073,0,-25435,-1046,26545
70,16500,157,415,35,-25093,-1417,26082,-308,-1196,0,-24109,-3356,27559
71,16750,122,466,31,-23736,-3546,27130,-215,-1319,0,-22633,-5645,28404
72,17000,86,517,26,-22232,-5653,28011,-119,-1440,0,-21019,-7899,29073
73,17250,48,568,21,-20590,-7725,28718,-21,-1560,0,-19275,-10104,29563
74,17500,9,617,16,-18822,-9750,29249,80,-1676,0,-17412,-12248,29870
75,17750,-30,666,11,-16938,-11714,29600,182,-1789,0,-15441,-14315,29994
76,18000,-70,713,6,-14949,-13606,29768,285,-1897,0,-13376,-16295,29932
77,18250,-111,759,1,-12868,-15415,29752,387,-1999,0,-11228,-18174,29686
78,18500,-151,802,-4,-10708,-17128,29553,489,-2096,0,-9010,-19941,29257
79,18750,-191,843,-9,-8481,-18735,29172,590,-2186,0,-6738,-21586,28648
80,19000,-231,881,-14,-6202,-20227,28611,688,-2268,0,-4423,-23097,27862
81,19250,-270,916,-19,-3885,-21595,27873,784,-2342,0,-2082,-24466,26905
82,19500,-308,948,-24,-1544,-22829,26964,877,-2407,0,273,-25684,25781
83,19750,-345,976,-28,806,-23922,25888,966,-2464,0,2626,-26743,24499
84,20000,-345,976,-28,806,-23922,25888,966,-2464,0,2626,-26743,24499
85,20000,-380,1001,-33,3152,-24868,24653,1051,-2511,0,4962,-27638,23065
86,20000,-380,1001,-33,3152,-24868,24653,1051,-2511,0,4962,-27638,23065
87,20250,-422,1011,-3,5511,-25631,22853,1154,-2516,-161,7240,-28391,21714
88,20500,-463,1015,33,7801,-26268,20969,1248,-2515,-204,9509,-28933,19803
89,20750,-503,1014,73,10021,-26763,19195,1339,-2500,-294,11712,-29303,18009
90,21000,-540,1008,114,12195,-27077,17421,1426,-2472,-397,13837,-29500,16109
91,21250,-575,998,157,14315,-27207,15533,1507,-2431,-508,15878,-29512,14087
92,21500,-609,982,200,16348,-27167,13512,1582,-2378,-622,17824,-29340,11966
93,21750,-639,962,246,18273,-26967,11386,1650,-2314,-738,19661,-28987,9769
94,22000,-667,937,292,20078,-26606,9186,1710,-2239,-855,21376,-28455,7512
95,22250,-692,907,339,21759,-26082,6934,1764,-2152,-973,22958,-27749,5210
96,22500,-714,872,387,23307,-25396,4643,1809,-2055,-1090,24399,-26872,2876
97,22750,-733,834,434,24714,-24551,2324,1846,-1947,-1207,25689,-25829,524
98,23000,-749,791,481,25969,-23555,-8,1875,-1831,-1323,26822,-24627,-1830
99,23250,-761,745,528,27064,-22413,-2341,1895,-1705,-1435,27789,-23272,-4174
100,23500,-770,695,574,27991,-21134,-4660,1906,-1572,-1545,28584,-21775,-6492
101,23750,-774,642,618,28746,-19724,-6950,1908,-1431,-1650,29204,-20143,-8770
102,24000,-776,585,661,29324,-18193,-9197,1901,-1284,-1751,29643,-18387,-10994
103,24250,-774,527,702,29721,-16549,-11388,1884,-1132,-1846,29900,-16518,-13150
104,24500,-768,466,740,29935,-14804,-13508,1860,-975,-1935,29972,-14546,-15225
105,24750,-758,402,777,29964,-12967,-15544,1826,-814,-2017,29860,-12485,-17207
106,25000,-745,338,810,29809,-11050,-17485,1783,-650,-2092,29563,-10348,-19082
107,25250,-728,272,841,29470,-9064,-19318,1732,-485,-2159,29084,-8146,-20839
108,25500,-708,206,868,28949,-7023,-21032,1674,-319,-2217,28426,-5894,-22469
109,25750,-684,139,892,28250,-4939,-22617,1607,-153,-2267,27593,-3606,-23959
110,26000,-658,72,913,27377,-2824,-24061,1533,12,-2307,26589,-1296,-25302
111,26250,-628,5,930,26335,-692,-25358,1451,175,-2338,25422,1022,-26489
112,26500,-596,-61,943,25131,1445,-26498,1364,335,-2359,24097,3334,-27513
113,26750,-560,-125,952,23772,3573,-27474,1270,491,-2370,22625,5626,-28367
114,27000,-523,-188,957,22266,5678,-28281,1171,642,-2370,21013,7882,-29046
115,27250,-483,-249,958,20623,7749,-28914,1067,786,-2361,19271,10090,-29546
116,27500,-441,-308,954,18853,9772,-29368,959,925,-2341,17410,12236,-29864
117,27750,-397,-364,947,16967,11735,-29642,847,1055,-2311,15442,14307,-29998
118,28000,-352,-417,935,14977,13626,-29732,732,1178,-2271,13379,16289,-29947
119,28250,-305,-467,920,12894,15432,-29639,615,1291,-2221,11234,18171,-29712
120,28500,-258,-513,900,10731,17144,-29364,496,1395,-2161,9019,19940,-29293
121,28750,-210,-556,877,8503,18750,-28907,377,1488,-2092,6749,21587,-28693
122,29000,-161,-594,849,6222,20240,-28272,257,1571,-2014,4437,23101,-27917
123,29250,-113,-628,818,3903,21605,-27463,138,1642,-1927,2097,24472,-26969
124,29500,-64,-657,784,1560,22838,-26484,20,1702,-1832,-255,25692,-25854
125,29750,-16,-682,746,-793,23929,-25343,-96,1749,-1730,-2606,26754,-24580
126,30000,31,-702,705,-3141,24873,-24044,-210,1784,-1620,-4940,27651,-23155
127,30250,77,-717,662,-5469,25664,-22598,-320,1807,-1504,-7245,28377,-21586
128,30500,122,-727,615,-7764,26296,-21012,-426,1817,-1383,-9504,28929,-19885
129,30750,165,-731,566,-10011,26767,-19297,-527,1814,-1256,-11705,29302,-18061
130,31000,207,-731,516,-12196,27072,-17462,-623,1799,-1125,-13834,29494,-16126
131,31250,246,-726,463,-14305,27211,-15520,-714,1771,-991,-15877,29505,-14091
132,31500,283,-715,409,-16327,27182,-13482,-798,1731,-853,-17823,29333,-11970
133,31750,318,-700,354,-18248,26985,-11361,-875,1679,-714,-19658,28981,-9774
134,32000,350,-680,297,-20056,26622,-9170,-946,1616,-573,-21373,28450,-7519
135,32250,379,-655,241,-21740,26095,-6923,-1008,1541,-432,-22955,27744,-5217
136,32500,404,-625,184,-23291,25407,-4632,-1062,1455,-292,-24397,26867,-2883
137,32750,427,-592,127,-24698,24562,-2314,-1108,1359,-153,-25687,25824,-531
138,33000,446,-553,71,-25952,23566,20,-1146,1254,-15,-26820,24621,1824
139,33250,462,-512,15,-27047,22425,2353,-1175,1139,119,-27787,23267,4168
140,33500,474,-466,-39,-27974,21145,4671,-1194,1016,250,-28582,21770,6486
141,33750,483,-417,-92,-28730,19735,6961,-1205,886,376,-29202,20138,8764
142,34000,488,-365,-143,-29308,18203,9208,-1207,750,497,-29641,18382,10988
143,34250,489,-310,-193,-29705,16560,11398,-1199,607,613,-29898,16513,13144
144,34500,486,-253,-239,-29919,14814,13518,-1182,460,722,-29970,14542,15219
145,34750,480,-194,-284,-29949,12977,15555,-1157,309,823,-29857,12481,17201
146,35000,470,-134,-325,-29794,11060,17495,-1123,155,917,-29561,10343,19076
147,35250,457,-72,-364,-29455,9074,19328,-1080,-1,1003,-29082,8142,20834
148,35500,440,-9,-399,-28934,7033,21042,-1029,-159,1080,-28424,5890,22463
149,35750,420,54,-431,-28236,4948,22626,-970,-316,1148,-27591,3602,23954
150,36000,397,118,-459,-27363,2833,24071,-904,-472,1206,-26587,1292,25297
151,36250,370,181,-483,-26321,701,25367,-830,-626,1255,-25420,-1027,26484
152,36500,341,243,-503,-25117,-1436,26507,-751,-778,1293,-24096,-3338,27507
153,36750,309,304,-519,-23758,-3564,27483,-664,-925,1321,-22623,-5630,28362
154,37000,274,364,-531,-22253,-5670,28290,-573,-1068,1339,-21011,-7886,29041
155,37250,237,422,-539,-20610,-7741,28923,-476,-1205,1346,-19269,-10094,29541
156,37500,199,477,-542,-18841,-9764,29377,-375,-1335,1342,-17408,-12240,29859
157,37750,158,530,-541,-16955,-11727,29650,-271,-1458,1328,-15441,-14311,29993
158,38000,116,580,-536,-14964,-13618,29740,-163,-1573,1304,-13377,-16293,29942
159,38250,72,627,-527,-12882,-15425,29647,-53,-1679,1269,-11232,-18174,29707
160,38500,28,670,-514,-10719,-17136,29372,58,-1776,1224,-9017,-19944,29288
161,38750,-18,710,-496,-8491,-18742,28915,171,-1862,1170,-6747,-21591,28689
162,39000,-63,745,-475,-6211,-20232,28280,284,-1937,1107,-4435,-23104,27913
163,39250,-109,776,-450,-3892,-21598,27470,396,-2002,1035,-2095,-24475,26964
164,39500,-155,803,-421,-1549,-22831,26492,508,-2055,954,257,-25695,25850
165,39750,-200,825,-389,804,-23922,25350,617,-2096,866,2608,-26757,24576
166,40000,-244,842,-354,3152,-24866,24051,724,-2125,770,4942,-27654,23150
167,40250,-288,854,-316,5480,-25657,22605,827,-2141,668,7246,-28381,21582
168,40500,-330,862,-275,7774,-26290,21019,927,-2145,560,9506,-28932,19881
169,40750,-371,864,-232,10021,-26760,19303,1022,-2136,446,11707,-29305,18057
170,41000,-410,861,-186,12206,-27066,17469,1112,-2115,328,13835,-29497,16122
171,41250,-446,854,-139,14315,-27205,15526,1196,-2081,206,15879,-29508,14087
172,41500,-481,841,-90,16336,-27176,13488,1274,-2036,81,17824,-29336,11966
173,41750,-513,823,-40,18257,-26979,11367,1345,-1978,-46,19660,-28984,9771
174,42000,-542,801,11,20065,-26616,9176,1409,-1909,-174,21374,-28453,7515
175,42250,-569,774,63,21750,-26089,6929,1466,-1829,-304,22957,-27747,5213
176,42500,-592,742,115,23300,-25401,4638,1514,-1738,-432,24398,-26869,2879
177,42750,-612,706,167,24707,-24556,2319,1555,-1636,-560,25689,-25826,528
178,43000,-629,666,219,25961,-23560,-14,1587,-1526,-686,26821,-24624,-1827
179,43250,-643,622,270,27055,-22419,-2347,1610,-1406,-809,27788,-23270,-4171
180,43500,-652,574,320,27983,-21140,-4666,1624,-1279,-929,28584,-21772,-6489
181,43750,-659,523,368,28738,-19730,-6956,1629,-1144,-1045,29203,-20140,-8767
182,44000,-661,469,415,29316,-18198,-9203,1625,-1002,-1155,29643,-18384,-10991
183,44250,-660,413,460,29713,-16555,-11393,1612,-855,-1260,29899,-16515,-13147
184,44500,-656,354,503,29927,-14809,-13513,1590,-704,-1359,29971,-14544,-15222
185,44750,-647,293,543,29956,-12972,-15550,1559,-548,-1451,29859,-12483,-17204
186,45000,-635,230,580,29801,-11055,-17491,1520,-389,-1535,29562,-10345,-19079
187,45250,-620,167,615,29462,-9070,-19324,1472,-229,-1611,29083,-8144,-20837
188,45500,-601,102,646,28942,-7028,-21038,1416,-68,-1678,28425,-5892,-22466
189,45750,-579,37,674,28243,-4944,-22622,1352,94,-1737,27592,-3604,-23957
190,46000,-553,-28,698,27370,-2829,-24066,1281,254,-1786,26588,-1294,-25300
191,46250,-525,-92,718,26328,-697,-25363,1202,412,-1825,25421,1024,-26487
192,46500,-493,-156,734,25124,1440,-26502,1118,567,-1854,24097,3336,-27510
193,46750,-459,-219,747,23765,3568,-27479,1027,719,-1873,22624,5628,-28364
194,47000,-423,-280,755,22259,5674,-28286,930,865,-1882,21012,7884,-29044
195,47250,-384,-340,759,20617,7745,-28919,829,1006,-1881,19270,10092,-29544
196,47500,-343,-397,759,18847,9768,-29373,724,1140,-1869,17410,12238,-29862
197,47750,-301,-451,755,16961,11731,-29646,614,1266,-1846,15442,14309,-29996
198,48000,-257,-502,747,14970,13622,-29737,502,1385,-1814,13379,16291,-29945
199,48250,-211,-551,734,12888,15428,-29644,388,1494,-1771,11233,18172,-29709
200,48500,-165,-595,718,10725,17140,-29368,272,1594,-1719,9018,19942,-29291
201,48750,-118,-636,697,8497,18746,-28911,155,1683,-1657,6748,21589,-28691
202,49000,-70,-673,673,6216,20236,-28276,38,1762,-1586,4436,23102,-27915
203,49250,-23,-705,645,3897,21602,-27467,-79,1830,-1506,2097,24473,-26967
204,49500,25,-733,613,1554,22834,-26488,-194,1886,-1418,-256,25694,-25852
205,49750,71,-756,578,-799,23926,-25346,-308,1930,-1322,-2606,26756,-24578
206,50000,118,-775,540,-3146,24870,-24048,-419,1962,-1220,-4941,27652,-23153
207,50250,163,-788,499,-5475,25660,-22601,-526,1981,-1110,-7245,28379,-21584
208,50500,207,-797,455,-7769,26293,-21016,-630,1988,-995,-9505,28930,-19883
209,50750,249,-801,409,-10016,26763,-19300,-729,1982,-875,-11706,29303,-18059
210,51000,289,-799,361,-12201,27069,-17466,-823,1964,-750,-13834,29496,-16124
211,51250,328,-792,311,-14310,27208,-15524,-911,1933,-621,-15878,29506,-14089
212,51500,364,-781,259,-16332,27178,-13486,-992,1890,-490,-17823,29335,-11968
213,51750,398,-764,206,-18252,26982,-11365,-1068,1835,-357,-19659,28983,-9773
214,52000,428,-743,152,-20060,26619,-9174,-1135,1768,-222,-21373,28452,-7517
215,52250,456,-716,98,-21745,26092,-6926,-1195,1690,-86,-22956,27745,-5215
216,52500,481,-686,43,-23295,25404,-4636,-1248,1602,48,-24397,26868,-2881
217,52750,503,-651,-11,-24702,24559,-2317,-1291,1503,182,-25688,25825,-530
218,53000,521,-612,-65,-25957,23563,17,-1327,1395,314,-26820,24623,1825
219,53250,536,-569,-118,-27051,22422,2350,-1353,1278,443,-27787,23268,4169
220,53500,547,-522,-171,-27979,21142,4668,-1371,1152,569,-28583,21771,6487
221,53750,555,-472,-222,-28734,19732,6958,-1379,1020,690,-29202,20139,8765
222,54000,559,-419,-271,-29312,18201,9205,-1379,880,806,-29642,18383,10989
223,54250,559,-363,-318,-29709,16557,11396,-1369,736,916,-29898,16514,13146
224,54500,556,-305,-363,-29923,14811,13516,-1350,586,1020,-29970,14543,15221
225,54750,549,-245,-405,-29952,12974,15552,-1323,432,1117,-29858,12482,17202
226,55000,538,-184,-445,-29797,11057,17493,-1286,276,1207,-29561,10344,19077
227,55250,524,-121,-481,-29459,9072,19326,-1242,117,1288,-29083,8143,20835
228,55500,507,-57,-514,-28938,7031,21040,-1189,-42,1360,-28424,5891,22464
229,55750,486,7,-544,-28239,4946,22624,-1128,-201,1423,-27591,3603,23955
230,56000,461,71,-570,-27366,2831,24068,-1060,-360,1477,-26588,1293,25298
231,56250,434,135,-593,-26325,699,25365,-984,-516,1521,-25420,-1026,26485
232,56500,404,198,-611,-25120,-1438,26504,-903,-669,1555,-24096,-3337,27509
233,56750,371,260,-625,-23762,-3566,27481,-815,-819,1579,-22623,-5629,28363
234,57000,336,321,-636,-22256,-5672,28288,-721,-963,1593,-21011,-7885,29042
235,57250,298,379,-642,-20614,-7743,28920,-623,-1102,1596,-19269,-10093,29542
236,57500,259,436,-644,-18844,-9766,29375,-520,-1235,1588,-17409,-12239,29860
237,57750,217,489,-641,-16958,-11729,29648,-414,-1360,1570,-15441,-14310,29994
238,58000,174,540,-635,-14967,-13620,29738,-304,-1476,1542,-13378,-16292,29943
239,58250,130,588,-624,-12885,-15426,29645,-192,-1584,1503,-11232,-18173,29708
240,58500,85,632,-609,-10722,-17138,29370,-79,-1682,1455,-9018,-19943,29289
241,58750,39,672,-590,-8494,-18744,28913,35,-1770,1397,-6747,-21590,28690
242,59000,-8,708,-567,-6213,-20234,28278,150,-1848,1330,-4435,-23103,27914
243,59250,-54,740,-541,-3894,-21600,27469,264,-1914,1254,-2096,-24474,26965
244,59500,-100,767,-511,-1551,-22832,26490,377,-1968,1170,256,-25695,25851
245,59750,-146,790,-477,801,-23924,25348,488,-2011,1079,2607,-26756,24577
246,60000,-191,808,-441,3149,-24868,24050,596,-2041,979,4942,-27653,23151
247,60250,-236,821,-401,5477,-25659,22603,701,-2059,874,7246,-28380,21583
248,60500,-278,829,-359,7772,-26292,21017,803,-2065,762,9505,-28931,19882
249,60750,-320,832,-314,10018,-26762,19302,899,-2057,646,11706,-29304,18058
250,61000,-359,829,-268,12203,-27068,17467,991,-2038,524,13835,-29497,16123
251,61250,-397,822,-219,14313,-27206,15525,1077,-2006,399,15878,-29507,14088
252,61500,-432,810,-169,16334,-27177,13487,1156,-1961,271,17824,-29336,11967
253,61750,-465,793,-117,18255,-26980,11366,1229,-1905,141,19660,-28983,9772
254,62000,-495,771,-65,20063,-26617,9175,1295,-1837,10,21374,-28453,7516
255,62250,-522,744,-12,21747,-26090,6927,1353,-1758,-122,22957,-27746,5214
256,62500,-546,713,41,23298,-25402,4637,1403,-1668,-254,24398,-26869,2880
257,62750,-566,678,95,24704,-24558,2318,1444,-1569,-385,25688,-25826,529
258,63000,-584,638,147,25959,-23562,-15,1477,-1459,-513,26821,-24623,-1826
259,63250,-598,595,199,27053,-22420,-2349,1502,-1341,-639,27788,-23269,-4170
260,63500,-608,548,250,27981,-21141,-4667,1517,-1215,-762,28583,-21772,-6488
261,63750,-615,497,300,28736,-19731,-6957,1524,-1081,-880,29203,-20140,-8766
262,64000,-618,444,348,29314,-18200,-9204,1521,-941,-993,29642,-18384,-10990
263,64250,-618,388,394,29711,-16556,-11394,1510,-795,-1101,29899,-16515,-13146
264,64500,-614,329,438,29925,-14810,-13514,1489,-644,-1202,29971,-14543,-15222
265,64750,-606,269,479,29954,-12973,-15551,1460,-489,-1296,29859,-12483,-17203
266,65000,-594,207,517,29799,-11056,-17492,1421,-332,-1383,29562,-10345,-19078
267,65250,-580,143,553,29460,-9071,-19325,1375,-173,-1461,29083,-8143,-20836
268,65500,-561,79,585,28940,-7030,-21039,1320,-12,-1531,28425,-5892,-22465
269,65750,-539,15,614,28241,-4945,-22623,1257,148,-1592,27592,-3604,-23956
270,66000,-514,-50,639,27368,-2830,-24067,1187,307,-1643,26588,-1293,-25299
271,66250,-486,-114,660,26326,-698,-25364,1110,465,-1684,25421,1025,-26486
272,66500,-456,-178,677,25122,1439,-26503,1027,619,-1716,24097,3337,-27510
273,66750,-422,-240,691,23763,3567,-27480,937,769,-1737,22624,5628,-28364
274,67000,-386,-301,700,22258,5673,-28287,842,915,-1748,21012,7885,-29043
275,67250,-348,-360,705,20615,7744,-28920,742,1054,-1749,19270,10093,-29543
276,67500,-307,-416,706,18845,9767,-29374,637,1188,-1739,17409,12239,-29861
277,67750,-265,-470,702,16959,11730,-29647,529,1313,-1719,15441,14309,-29995
278,68000,-222,-521,695,14969,13621,-29738,418,1431,-1688,13378,16291,-29944
279,68250,-177,-569,683,12886,15427,-29645,305,1539,-1647,11233,18173,-29709
280,68500,-131,-614,667,10724,17139,-29369,190,1638,-1597,9018,19942,-29290
281,68750,-84,-654,648,8496,18745,-28912,74,1727,-1537,6748,21589,-28691
282,69000,-37,-691,624,6215,20235,-28277,-42,1805,-1468,4436,23103,-27914
283,69250,10,-723,597,3896,21601,-27468,-157,1872,-1390,2096,24474,-26966
284,69500,57,-750,566,1553,22833,-26489,-272,1927,-1304,-256,25694,-25851
285,69750,103,-773,532,-800,23925,-25347,-384,1971,-1210,-2607,26756,-24578
286,70000,149,-791,494,-3148,24869,-24049,-494,2002,-1109,-4941,27653,-23152
287,70250,194,-805,454,-5476,25660,-22602,-601,2020,-1001,-7245,28379,-21584
288,70500,237,-813,411,-7770,26292,-21016,-703,2026,-888,-9505,28931,-19883
289,70750,279,-816,365,-10017,26763,-19301,-801,2020,-769,-11706,29304,-18059
290,71000,319,-814,318,-12202,27068,-17466,-894,2001,-646,-13835,29496,-16124
291,71250,357,-807,268,-14311,27207,-15524,-981,1969,-519,-15878,29507,-14089
292,71500,393,-795,217,-16333,27178,-13486,-1062,1925,-389,-17824,29335,-11967
293,71750,426,-779,165,-18253,26981,-11365,-1136,1870,-257,-19659,28983,-9772
294,72000,457,-757,112,-20062,26618,-9174,-1203,1803,-124,-21374,28452,-7517
295,72250,484,-730,58,-21746,26091,-6927,-1262,1724,10,-22956,27746,-5215
296,72500,509,-700,4,-23296,25403,-4636,-1314,1635,143,-24397,26868,-2881
297,72750,530,-664,-49,-24703,24558,-2317,-1357,1536,275,-25688,25825,-529
298,73000,548,-625,-103,-25958,23562,16,-1391,1427,406,-26820,24623,1826
299,73250,562,-582,-156,-27052,22421,2349,-1417,1309,533,-27787,23269,4170
300,73500,573,-535,-207,-27980,21142,4668,-1433,1183,657,-28583,21771,6488
301,73750,581,-485,-258,-28735,19732,6958,-1441,1050,777,-29202,20139,8766
302,74000,584,-431,-306,-29313,18200,9205,-1440,910,892,-29642,18384,10990
303,74250,584,-375,-353,-29710,16556,11395,-1429,765,1001,-29898,16514,13146
304,74500,581,-317,-397,-29924,14811,13515,-1410,615,1104,-29971,14543,15221
305,74750,573,-257,-439,-29953,12974,15552,-1381,461,1199,-29858,12482,17203
306,75000,562,-195,-478,-29798,11056,17492,-1344,304,1287,-29562,10345,19078
307,75250,548,-132,-514,-29459,9071,19325,-1299,145,1367,-29083,8143,20835
308,75500,530,-68,-547,-28939,7030,21039,-1245,-15,1439,-28425,5891,22465
309,75750,509,-4,-576,-28240,4946,22623,-1183,-175,1501,-27591,3603,23955
310,76000,484,61,-602,-27367,2831,24068,-1114,-334,1553,-26588,1293,25298
311,76250,457,125,-624,-26325,698,25364,-1038,-490,1596,-25420,-1025,26485
312,76500,426,188,-642,-25121,-1439,26504,-956,-644,1629,-24096,-3337,27509
313,76750,393,250,-655,-23762,-3567,27480,-867,-794,1652,-22623,-5628,28363
314,77000,357,311,-665,-22257,-5673,28287,-773,-939,1664,-21011,-7885,29043
315,77250,319,370,-671,-20614,-7743,28920,-674,-1079,1666,-19270,-10093,29543
316,77500,280,426,-672,-18845,-9767,29374,-570,-1211,1657,-17409,-12239,29861
317,77750,238,480,-669,-16959,-11730,29647,-463,-1337,1638,-15441,-14309,29995
318,78000,195,531,-662,-14968,-13620,29738,-353,-1454,1609,-13378,-16291,29944
319,78250,150,579,-651,-12885,-15427,29645,-241,-1562,1569,-11233,-18173,29708
320,78500,105,623,-636,-10723,-17138,29369,-127,-1661,1520,-9018,-19943,29290
321,78750,58,663,-616,-8495,-18744,28913,-12,-1749,1461,-6747,-21589,28690
322,79000,12,699,-593,-6214,-20235,28278,104,-1827,1393,-4435,-23103,27914
323,79250,-35,731,-566,-3895,-21600,27468,218,-1893,1317,-2096,-24474,26966
324,79500,-82,759,-536,-1552,-22833,26489,332,-1948,1231,256,-25694,25851
325,79750,-128,782,-502,801,-23924,25347,443,-1991,1139,2607,-26756,24577
326,80000,-173,800,-465,3148,-24868,24049,552,-2022,1039,4942,-27653,23152
327,80250,-218,813,-425,5477,-25659,22603,658,-2040,932,7246,-28380,21584
328,80500,-261,821,-383,7771,-26292,21017,760,-2046,820,9505,-28931,19882
329,80750,-302,824,-338,10018,-26762,19301,857,-2039,702,11706,-29304,18058
330,81000,-342,822,-291,12202,-27068,17467,949,-2019,580,13835,-29496,16123
331,81250,-380,815,-241,14312,-27207,15525,1036,-1988,454,15878,-29507,14089
